Quarter,Domain,Metric,Region,Provider Code,Provider Name,Numerator,Denominator,% Value,Rank,Rank_Region,Region_Size,Months Covered,Covered Months,Missing Months,Is Complete
Q1 (2025/26),A&E,>12 hours,London,RP6,Moorfields Eye Hospital NHS Foundation Trust,0,18150,0,1,1,18,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RCU,Sheffield Children's NHS Foundation Trust,0,15410,0,1,1,22,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RBS,Alder Hey Children's NHS Foundation Trust,30,17380,0.002,5,2,19,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RTF,Northumbria Healthcare NHS Foundation Trust,105,29840,0.004,6,2,22,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RR7,Gateshead Health NHS Foundation Trust,125,17925,0.007,7,3,22,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RCD,Harrogate and District NHS Foundation Trust,200,15575,0.013,8,4,22,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,RJ1,Guy's and St Thomas' NHS Foundation Trust,465,32420,0.014,9,2,18,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RFR,The Rotherham NHS Foundation Trust,490,27270,0.018,10,5,22,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RWY,Calderdale and Huddersfield NHS Foundation Trust,985,48420,0.02,11,6,22,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,RQX,Homerton University Hospital NHS Foundation Trust,700,33095,0.021,12,3,18,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RHM,University Hospital Southampton NHS Foundation Trust,845,40115,0.021,12,1,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RFF,Barnsley Hospital NHS Foundation Trust,600,27465,0.022,14,7,22,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RVW,North Tees and Hartlepool NHS Foundation Trust,325,14735,0.022,14,7,22,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RK5,Sherwood Forest Hospitals NHS Foundation Trust,640,27335,0.023,16,2,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,1035,44635,0.023,16,9,22,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,1375,48715,0.028,18,10,22,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RTH,Oxford University Hospitals NHS Foundation Trust,1255,42320,0.03,19,2,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,RRV,University College London Hospitals NHS Foundation Trust,1280,41150,0.031,20,4,18,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,East,RC9,Bedfordshire Hospitals NHS Foundation Trust,1690,50035,0.034,21,1,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,1270,36555,0.035,22,5,18,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RTR,South Tees Hospitals NHS Foundation Trust,765,21960,0.035,22,11,22,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RJC,South Warwickshire NHS Foundation Trust,890,24760,0.036,24,3,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,R0B,South Tyneside and Sunderland NHS Foundation Trust,1450,39275,0.037,25,12,22,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,East,RGR,West Suffolk NHS Foundation Trust,930,23885,0.039,26,2,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RHW,Royal Berkshire NHS Foundation Trust,1785,44990,0.04,27,3,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South West,RH8,Royal Devon University Healthcare NHS Foundation Trust,1675,41975,0.04,27,1,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South West,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,2160,53795,0.04,27,1,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RA2,Royal Surrey County Hospital NHS Foundation Trust,940,22620,0.042,30,4,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,1320,30980,0.043,31,13,22,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South West,RH5,Somerset NHS Foundation Trust,1735,38315,0.045,32,3,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South West,R0D,University Hospitals Dorset NHS Foundation Trust,2255,48075,0.047,33,4,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,R0A,Manchester University NHS Foundation Trust,4700,98480,0.048,34,3,19,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RBK,Walsall Healthcare NHS Trust,1375,27930,0.049,35,4,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RCF,Airedale NHS Foundation Trust,1000,19955,0.05,36,14,22,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RN5,Hampshire Hospitals NHS Foundation Trust,1615,32525,0.05,36,5,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,East,RD8,Milton Keynes University Hospital NHS Foundation Trust,1410,26495,0.053,38,3,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,East,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,2055,38455,0.053,38,3,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RFS,Chesterfield Royal Hospital NHS Foundation Trust,1185,21755,0.054,40,5,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RAE,Bradford Teaching Hospitals NHS Foundation Trust,1975,34305,0.058,41,15,22,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South West,RBD,Dorset County Hospital NHS Foundation Trust,960,15235,0.063,42,5,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RXK,Sandwell and West Birmingham Hospitals NHS Trust,2695,41910,0.064,43,6,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RXQ,Buckinghamshire Healthcare NHS Trust,2145,32745,0.066,44,6,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,1915,28095,0.068,45,4,19,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,RYJ,Imperial College Healthcare NHS Trust,3365,48640,0.069,46,6,18,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RR8,Leeds Teaching Hospitals NHS Trust,4175,58975,0.071,47,16,22,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,East,RGP,James Paget University Hospitals NHS Foundation Trust,1630,22705,0.072,48,5,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,East,RWG,West Hertfordshire Hospitals Teaching NHS Trust,1825,24530,0.074,49,6,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,East,RGT,Cambridge University Hospitals NHS Foundation Trust,2455,32530,0.075,50,7,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RXC,East Sussex Healthcare NHS Trust,2325,31020,0.075,50,7,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,RKE,Whittington Health NHS Trust,1550,20610,0.075,50,7,18,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RWF,Maidstone and Tunbridge Wells NHS Trust,3885,51150,0.076,53,8,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,East,RQW,The Princess Alexandra Hospital NHS Trust,2355,30555,0.077,54,8,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South West,RD1,Royal United Hospitals Bath NHS Foundation Trust,2085,26560,0.079,55,6,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South West,RA9,Torbay and South Devon NHS Foundation Trust,1680,21115,0.08,56,7,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RXP,County Durham and Darlington NHS Foundation Trust,3580,43715,0.082,57,17,22,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South West,RNZ,Salisbury NHS Foundation Trust,1235,15085,0.082,57,8,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,East,RAJ,Mid and South Essex NHS Foundation Trust,8490,102635,0.083,59,9,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RL4,The Royal Wolverhampton NHS Trust,3365,40360,0.083,59,7,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RXF,Mid Yorkshire Hospitals NHS Trust,4260,50995,0.084,61,18,22,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RNA,The Dudley Group NHS Foundation Trust,2620,30045,0.087,62,8,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RYR,University Hospitals Sussex NHS Foundation Trust,6015,67700,0.089,63,9,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RDU,Frimley Health NHS Foundation Trust,6500,72100,0.09,64,10,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South West,RVJ,North Bristol NHS Trust,2495,27410,0.091,65,9,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RMC,Bolton NHS Foundation Trust,2255,24415,0.092,66,5,19,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South West,RTE,Gloucestershire Hospitals NHS Foundation Trust,3995,41230,0.097,67,10,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RN7,Dartford and Gravesham NHS Trust,3295,33430,0.099,68,11,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,East,RWH,East and North Hertfordshire NHS Trust,2580,25920,0.1,69,10,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RNN,North Cumbria Integrated Care NHS Foundation Trust,2775,27730,0.1,69,19,22,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RX1,Nottingham University Hospitals NHS Trust,5615,55505,0.101,71,9,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RWJ,Stockport NHS Foundation Trust,2525,24625,0.103,72,6,19,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RWE,University Hospitals of Leicester NHS Trust,7290,71090,0.103,72,10,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RPA,Medway NHS Foundation Trust,3065,29390,0.104,74,12,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,7295,67805,0.108,75,11,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,RJ6,Croydon Health Services NHS Trust,4240,38705,0.11,76,8,18,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RNQ,Kettering General Hospital NHS Foundation Trust,3475,30555,0.114,77,12,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,East,RGN,North West Anglia NHS Foundation Trust,5410,46230,0.117,78,11,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RM3,Northern Care Alliance NHS Foundation Trust,9515,80430,0.118,79,7,19,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,2895,24250,0.119,80,13,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,East,RDE,East Suffolk and North Essex NHS Foundation Trust,5175,43005,0.12,81,12,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RLT,George Eliot Hospital NHS Trust,2530,21060,0.12,81,13,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,RAS,The Hillingdon Hospitals NHS Foundation Trust,2150,17800,0.121,83,9,18,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,R1F,Isle of Wight NHS Trust,1980,16285,0.122,84,14,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RTP,Surrey and Sussex Healthcare NHS Trust,3775,30890,0.122,84,14,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RJN,East Cheshire NHS Trust,1130,9005,0.125,86,8,19,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RKB,University Hospitals Coventry and Warwickshire NHS Trust,5030,40350,0.125,86,14,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RWA,Hull University Teaching Hospitals NHS Trust,3905,30365,0.129,88,20,22,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,R1K,London North West University Healthcare NHS Trust,5355,41605,0.129,88,10,18,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,RJZ,King's College Hospital NHS Foundation Trust,6045,45885,0.132,90,11,18,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,RAL,Royal Free London NHS Foundation Trust,10330,78290,0.132,90,11,18,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,RJ2,Lewisham and Greenwich NHS Trust,6060,45485,0.133,92,13,18,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,3670,27345,0.134,93,9,19,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,RJ7,St George's University Hospitals NHS Foundation Trust,3535,26275,0.135,94,14,18,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,East,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",2705,19915,0.136,95,13,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,RAX,Kingston Hospital NHS Foundation Trust,2785,20050,0.139,96,15,18,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,5090,36365,0.14,97,10,19,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,R1H,Barts Health NHS Trust,11090,77990,0.142,98,16,18,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South West,REF,Royal Cornwall Hospitals NHS Trust,3040,21050,0.144,99,11,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RXR,East Lancashire Hospitals NHS Trust,5705,39235,0.145,100,11,19,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RRK,University Hospitals Birmingham NHS Foundation Trust,15305,105130,0.146,101,15,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,4715,32025,0.147,102,21,22,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,REM,Liverpool University Hospitals NHS Foundation Trust,8115,54145,0.15,103,12,19,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RHU,Portsmouth Hospitals University National Health Service Trust,5505,36800,0.15,103,16,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RNS,Northampton General Hospital NHS Trust,5140,33960,0.151,105,16,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RJE,University Hospitals of North Midlands NHS Trust,6770,44405,0.152,106,17,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South West,RN3,Great Western Hospitals NHS Foundation Trust,2565,16765,0.153,107,12,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RLQ,Wye Valley NHS Trust,2865,18310,0.156,108,18,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",7400,46160,0.16,109,17,18,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South West,RK9,University Hospitals Plymouth NHS Trust,4500,27830,0.162,110,13,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RWP,Worcestershire Acute Hospitals NHS Trust,6800,41860,0.162,110,19,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,8775,52940,0.166,112,13,19,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North East,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,4660,27415,0.17,113,22,22,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RBT,Mid Cheshire Hospitals NHS Foundation Trust,4315,24285,0.178,114,14,19,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,London,RVR,Epsom and St Helier University Hospitals NHS Trust,5660,31350,0.181,115,18,18,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RWD,United Lincolnshire Hospitals NHS Trust,5615,31040,0.181,115,20,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",4135,21205,0.195,117,15,19,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,South East,RVV,East Kent Hospitals University NHS Foundation Trust,7625,36805,0.207,118,17,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,Midlands,RXW,The Shrewsbury and Telford Hospital NHS Trust,2425,11135,0.218,119,21,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,4745,21790,0.218,119,16,19,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RBL,Wirral University Teaching Hospital NHS Foundation Trust,5005,22980,0.218,119,16,19,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RJR,Countess of Chester Hospital NHS Foundation Trust,3870,15665,0.247,122,18,19,3,"Apr, May, Jun",,Yes
Q1 (2025/26),A&E,>12 hours,North West,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,5145,20330,0.253,123,19,19,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North West,RMC,BOLTON NHS FOUNDATION TRUST,4662,5265,0.885,1,1,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,4479,5199,0.862,2,1,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,5171,6024,0.858,3,1,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RBK,WALSALL HEALTHCARE NHS TRUST,2188,2552,0.857,4,1,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North West,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,3003,3532,0.85,5,2,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,East,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,4781,5644,0.847,6,1,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South West,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,6702,8063,0.831,7,1,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,2784,3355,0.83,8,1,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,R1F,ISLE OF WIGHT NHS TRUST,1439,1738,0.828,9,2,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,4415,5348,0.826,10,2,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,7311,8883,0.823,11,2,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South West,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,9361,11378,0.823,11,2,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,6767,8230,0.822,13,3,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,4556,5547,0.821,14,2,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,3858,4709,0.819,15,3,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,3373,4127,0.817,16,3,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RCF,AIREDALE NHS FOUNDATION TRUST,1838,2253,0.816,17,3,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South West,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,6649,8173,0.814,18,3,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,5766,7099,0.812,19,4,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RXF,MID YORKSHIRE TEACHING NHS TRUST,6304,7794,0.809,20,4,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North West,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,5836,7224,0.808,21,3,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RKE,WHITTINGTON HEALTH NHS TRUST,2308,2864,0.806,22,4,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,6315,7868,0.803,23,5,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,4042,5046,0.801,24,4,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,R1H,BARTS HEALTH NHS TRUST,8721,10895,0.8,25,6,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,6170,7710,0.8,25,6,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,6759,8445,0.8,25,5,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,4901,6124,0.8,25,5,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,8148,10203,0.799,29,5,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,4615,5779,0.799,29,8,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,2659,3331,0.798,31,9,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,East,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,4768,5987,0.796,32,2,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South West,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,7450,9355,0.796,32,4,13,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,5377,6766,0.795,34,6,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RJ6,CROYDON HEALTH SERVICES NHS TRUST,3529,4437,0.795,34,10,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North West,RWJ,STOCKPORT NHS FOUNDATION TRUST,2526,3183,0.794,36,4,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",6538,8263,0.791,37,11,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,London,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,4856,6142,0.791,37,11,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,North East,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,2782,3522,0.79,39,6,21,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,Midlands,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,4047,5125,0.79,39,6,20,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South East,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,5434,6891,0.789,41,7,17,3,"Apr, May, Jun",,Yes
Q1 (2025/26),Cancer,28 Days FDS,South West,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,3811,4836,0.788,42,5,13,3,"Apr, May, Jun",,Yes
